Address; Name; Size
"$0A203";"Stützstellenverteilung nmot-4 SG-Temperaturhistogramm";"1x1"
"$0A203";"Stützstellenverteilung nmot-4 SG-Temperaturhistogramm";"1x1"
"$0A204";"Stützstellenverteilung nmot-5 SG-Temperaturhistogramm";"1x1"
"$0A204";"Stützstellenverteilung nmot-5 SG-Temperaturhistogramm";"1x1"
"$0AAEE";"";"6x1"
"$0AAEE";"";"6x1"
"$098AD";"";"8x1"
"$0199F";"SST-Verteilung für Motorstarttemperatur";"12x1"
"$0199F";"SST-Verteilung für Motorstarttemperatur";"12x1"
"$0199F";"SST-Verteilung für Motorstarttemperatur";"12x1"
"$0A205";"Stützstellenverteilung 1 tsg  SG-Temperaturhistogramm";"1x1"
"$0A205";"Stützstellenverteilung 1 tsg  SG-Temperaturhistogramm";"1x1"
"$0A206";"Stützstellenverteilung 2 tsg  SG-Temperaturhistogramm";"1x1"
"$0A206";"Stützstellenverteilung 2 tsg  SG-Temperaturhistogramm";"1x1"
"$0A207";"Stützstellenverteilung 3 tsg  SG-Temperaturhistogramm";"1x1"
"$0A207";"Stützstellenverteilung 3 tsg  SG-Temperaturhistogramm";"1x1"
"$0A208";"Stützstellenverteilung 4 tsg  SG-Temperaturhistogramm";"1x1"
"$0A208";"Stützstellenverteilung 4 tsg  SG-Temperaturhistogramm";"1x1"
"$0A209";"Stützstellenverteilung 5 tsg  SG-Temperaturhistogramm";"1x1"
"$0A209";"Stützstellenverteilung 5 tsg  SG-Temperaturhistogramm";"1x1"
"$098B6";"";"5x1"
"$098BC";"";"6x1"
"$098BC";"";"6x1"
"$098C3";"Stützstellenvert. Batteriespannung, 6 Sst.";"6x1"
"$019AC";"";"8x1"
"$0AAFC";"";"6x1"
"$0AAFC";"";"6x1"
"$019B5";"";"10x1"
"$019B5";"";"10x1"
"$019C0";"";"8x1"
"$019C9";"";"8x1"
"$019C9";"";"8x1"
"$09F01";"Absteuerungsfaktorumschaltschwelle für Nachstartfaktor";"12x1"
"$01A11";"Abgastemperaturschwelle für CSD-Messung";"1x1"
"$01A11";"Abgastemperaturschwelle für CSD-Messung";"1x1"
"$09AA3";"Abgastemperatur unterhalb der Kat-Anspringtemperatur";"1x1"
"$096EF";"Abgas Temperaturschwelle für Auslösung Adaption";"1x1"
"$09B63";"Abgastemperaturschwelle für Dynamik-Messung";"1x1"
"$0B23E";"Mindestabstellzeit für Freigabe Kat-Heizen";"1x1"
"$00168";"Timer rev. Abschaltung in der DME zurückgesetzt";"1x1"
"$00169";"max. zulässige Zeit für ACC-Abschaltreaktion nach DME-Abbruchbedingung";"1x1"
"$00061";"Entprellzeit ACC-Fehler unplaus.";"1x1"
"$0016A";"max. zulässige Zeit für ACC-Abschaltreaktion nach MFL OFF";"1x1"
"$00062";"Entprellzeit ACC-Signalfehler";"1x1"
"$0A15B";"Ersatzgröße Lufttemperatur im Fehlerfall";"1x1"
"$00045";"untere Temperaturschwelle für die Heizerdiagnose";"1x1"
"$09B10";"obere Temperaturschwelle für die Heizerdiagnose";"1x1"
"$0A3E8";"Ansauglufttemperaturschwelle für Diagnose Leerlaufsteller";"1x1"
"$0B1B2";"1. Stufenbreite (Zeit) für Motortemperaturmodell";"1x1"
"$0A15C";"Ansauglufttemperatur min.";"1x1"
"$0A15D";"Ansauglufttemperatur max.";"1x1"
"$09C10";"Ansauglufttemperaturschwelle zur Abschaltung der el. Thermostatregelung";"1x1"
"$02364";"Startwert TANS-Monitor";"1x1"
"$02365";"Obere Ansaugtemperaturschwelle für Leckdiagnosemodul";"1x1"
"$02366";"Oberer Schwellwert TANS-Monitor zur Freigabe der DLDP";"1x1"
"$02367";"Unterer Schwellwert TANS-Monitor zur Freigabe der DLDP";"1x1"
"$02368";"Untere Ansaugtemperaturschwelle für Leckdiagnosemodul";"1x1"
"$01DA8";"Tastverhältnis für EC-Lüfternachlaufsteuerung bei 10 Hz";"1x1"
"$05F78";"Zeitdauer Ausblendung der Aussetzererkennung nach Motorstart";"1x1"
"$01DA9";"Tastverhältnis E-Lüfter Hysterese";"1x1"
"$0134E";"Minimale Ansauglufttemperatur für Ausblendung der Aussetzererkennung";"1x1"
"$0A4E4";"Anforderung E-Lüfter-Tastverhältnis von Klimaanlage";"10x1"
"$0A4EE";"Minimales Tastverhältnis Ansteuerung Motorlüfter";"1x1"
"$0A4EF";"Maximales Tastverhältnis Ansteuerung Motorlüfter";"1x1"
"$0A4F9";"Anforderung E-Lüfter-Tastverhältnis nach Hysterese";"8x1"
"$0A50C";"Anforderung E-Lüfter-Tastverhältnis aus Kühlerausgangstemperatur";"10x1"
"$01DAA";"Unempfindlichkeitsschwelle E-Lüfter-Tastverhältnis";"1x1"
"$096F0";"min. Ansauglufttemperatur für SL- Diagnose";"1x1"
"$096F1";"max. Ansauglufttemperatur für SL- Diagnose";"1x1"
"$01BDC";"Schwelle Temperaturdifferenz Ansaugluft für Heißstart";"8x1"
"$00555";"Tastverhältnis Halten für Prüfung Systemdichtheit";"1x1"
"$0738E";"Maximale Zeit für Automatik-Start";"1x1"
"$0A173";"Temperatur Ansaugluft-Erfassung u. Linearisierung, Inverskennlinie";"20x1"
"$01EC8";"Ansauglufttemperaturschwelle zur Nachstartaufweitung";"1x1"
"$07A6C";"Ansauglufttemperaturschwelle zur Nachstartaufweitung in der Fkt.-Überwachung";"1x1"
"$026F7";"Ansauglufttemperaturschwelle für Nockenwellenverstellung";"1x1"
"$00024";"Tastverhältnis Nockenwellenpos.reg. früh";"1x1"
"$00025";"Tastverhältnis Nockenwellenpos.reg. spät";"1x1"
"$076DD";"Schwelle Abstellzeit für EKP-Vorlauf";"12x1"
"$01C91";"Temperaturschwelle Ansaugluft";"1x1"
"$0A56E";"Ansauglufttemperaturschwelle für Einschalten der Lambda - Regelung";"1x1"
"$00090";"Sperrzeit für Antiruckelfunktion";"1x1"
"$010BA";"Entprellzeit ASC-Signal nicht plaus.";"1x1"
"$010BB";"Entprellzeit ASC-Signal nicht plaus.";"1x1"
"$0A56F";"Schwelle Ansauglufttemp. für Auslösung TLRHS - Sperrzeit LR bei Heißstart";"1x1"
"$01A12";"Zeit für Ausblendung von Störspitzen außerhalb Band für Erk. Signalunterbrechung";"1x1"
"$01A12";"Zeit für Ausblendung von Störspitzen außerhalb Band für Erk. Signalunterbrechung";"1x1"
"$0978F";"obere Ansauglufttemperaturschwelle für Sekundärluftsystem";"1x1"
"$09790";"untere Ansauglufttemperaturschwelle für Sekundärluftsystem";"1x1"
"$09AA4";"Modell-Temperatur Abgas Startwert bei B_faatm Anford. (kurze Taupunktende Zeit)";"1x1"
"$00084";"Maximales Tastverhältnis für getakteten Betrieb.";"1x1"
"$09CCD";"tans- Schwelle für Tankentlüfung bei B_ll = 1";"1x1"
"$05E96";"Kennlinie Tastverhältnis TEV abhängig vom gewünschten Massenstrom";"10x1"
"$09AA5";"Abgastemperaturkorrektur bei Kat-Heizen aktiv";"1x1"
"$09AA6";"Abgastemperaturkorrektur bei Kat-Heizen aktiv Bank2";"1x1"
"$09AA7";"Abgastemperaturkorrektur bei Kat warmhalten aktiv";"1x1"
"$09AA8";"Abgastemperatur bei Schubabschneiden";"1x1"
"$09AA9";"Initialisierungswert für tabgm, tkatm Startwert bei Powerfail";"1x1"
"$09AAA";"Motortemperatur warmer Motor , für Temperaturkorrektur beim Kaltstart";"1x1"
"$09AAB";"Abgastaupunkttemperatur";"1x1"
"$09AAC";"Temperaturoffset  für Wärmemengenberechnung";"1x1"
"$0906F";"Sperrzeit bis Adaption Spätanschlag erlaubt";"1x1"
"$09070";"Zeit bis Adaption Spätanschlag beendet";"1x1"
"$02762";"Sperrzeit für Regelung hinter Kat nach Freigabe durch Regelung vor Kat";"1x1"
"$02763";"Sperrzeit für Regelung hinter Kat nach Freigabe durch Regelung vor Kat Bank 2";"1x1"
"$0A541";"Verzögerungszeit für Beladungprüfung TEV i.O. Erkennung";"1x1"
"$096F2";"Mode 6: Component ID für Prüfung Sekundärluftsystem";"1x1"
"$096F3";"Mode 6: Component ID für Prüfung Sekundärluftsystem, Bank 2";"1x1"
"$096F4";"Mode 6: Component ID für Prüfung minimale Sekundärluft in Phase 1";"1x1"
"$096F5";"Mode 6: Component ID für Prüfung minimale Sekundärluft in Phase 1, Bank 2";"1x1"
"$096F6";"Mode 6: Component ID für Prüfung Dichtheit SL-Ventil";"1x1"
"$096F7";"Mode 6: Component ID für Prüfung Dichtheit SL-Ventil, Bank 2";"1x1"
"$00181";"Überwachung CAN time out für EKP-Abschaltung";"1x1"
"$04008";"Zeit für Timeouterkennung CAN-Schnittstelle ACC";"1x1"
"$04294";"Zeit für Timeouterkennung CAN-Schnittstelle ASC";"1x1"
"$04294";"Zeit für Timeouterkennung CAN-Schnittstelle ASC";"1x1"
"$04296";"Zeit für Timeouterkennung CAN-Schnittstelle EGS";"1x1"
"$05F10";"Zeit für Timeouterkennung CAN-Schnittstelle Kombi-Instr.";"1x1"
"$09CAC";"Entprellzeit für Fehlereintrag Drucksensor Ladedruck";"1x1"
"$09CAD";"Entprellzeit für Fehlereintrag Druckksensor Umgebung";"1x1"
"$09791";"Dauer Sekundärlufteinblasung für Adaptionsphase";"1x1"
"$09CAE";"Entprellzeit für Fehlereintrag Drucksensorvergleich (DS-L DS-U)";"1x1"
"$09CB5";"Zeitverzögerung für Setzen des MIN-Fehlers";"1x1"
"$09CB6";"Zeitverzögerung für Setzen des MAX-Fehlers";"1x1"
"$09CB7";"Zeitverzögerung für Setzen des NO-Fehlers";"1x1"
"$09CB8";"Zeitverzögerung nach Start";"1x1"
"$0426A";"Absteuerzeit für gesteuertes Katalysator-Ausräumen";"1x1"
"$0426C";"Aufsteuerzeit für gesteuertes Katalysator-Ausräumen";"1x1"
"$0A546";"Zeit für Down-Hill Erkennung aktiv (Apllikation)";"1x1"
"$05F12";"Zeit für Fehlerheilung CAN-Timeout Kombi-Instr.";"1x1"
"$067A2";"Schwellwert Zyklus fertig wenn aktive Überwachungszeit > TDKATAKT";"1x1"
"$067A4";"Schwellwert Zyklus fertig für Funktionsanforderung";"1x1"
"$0012F";"Zeitdelta für Fehlerzählerlöschung bei DK-Soll-/Istvergleich";"1x1"
"$06820";"Zeit bis stromlose DK in NLP einschwingt";"1x1"
"$09B80";"Verzögerungszeit nach Gangwechsel bis erneute Gangwechselerk. möglich";"1x1"
"$0B50E";"Wartezeit bis setzten der Bedingung Diagnose Leerlaufsteller";"1x1"
"$0B510";"Wartezeit bis Fehlereintrag Steller geschlossen";"1x1"
"$0B512";"Wartezeit bis Fehlereintrag Steller offen";"1x1"
"$0B514";"Wartezeit bis Meldung kein Fehler bei Leerlaufsteller";"1x1"
"$01A30";"max. Zeit für PWM-Tastverhältnis des DLR bei temp. UMA-Adapt.";"1x1"
"$0B83E";"Entprellzeit für Erkennung vertauschte Lambdasonden";"1x1"
"$07310";"Zeitkonstante PT1-Filter beim Schubabschalten";"1x1"
"$07312";"Zeitkonstante PT1-Filter beim weichen Wiedereinsetzen";"1x1"
"$0016B";"Verzögerungszeit MFL-Fehler";"1x1"
"$0016C";"Verzögerungszeit MFL-Fehler-Heilung";"1x1"
"$09C9A";"Entprellzeit HFM-(Hauptlastgeber-)Fehlererkennung Minimalwert";"1x1"
"$09C9B";"Entprellzeit HFM-(Hauptlastgeber-)Fehlererkennung Maximalwert";"1x1"
"$09C9C";"Entprellzeit HFM-(Hauptlastgeber-)Diagnose mit i.O.-Meldung";"1x1"
"$09C9D";"Entprellzeit HFM-(Hauptlastgeber-)Fehlererkennung im Start";"1x1"
"$0A3F7";"Sperrzeit für die erhöhte Momentenreserve nach dem Start";"1x1"
"$096F8";"Mindestmeßzeit Sekundärluftmasse, Phase 1";"1x1"
"$096F9";"Mindestmeßzeit Sekundärluftmasse, Phase 4";"1x1"
"$096FA";"Mindestmeßzeit Sekundärluftmasse, Phase 1 bei Kurztest";"1x1"
"$096FB";"Mindest-Meßzeit für Einrechnung Sekundärluftmassen-Offset";"1x1"
"$096FC";"Meßzeit Offset Sekundärluftmasse, Phase 3";"1x1"
"$096FD";"Meßzeit Offset sekundärluftmasse, Phase 5";"1x1"
"$096FE";"Meßzeit Offset Sekundärluftmasse, Phase 3 bei Kurztest";"1x1"
"$096FF";"Mindest-Meßzit für Einrechnung Sekundärluftmassen-Offset im Kurztest";"1x1"
"$09700";"Messzeit für Ventildichtheitsprüfung";"1x1"
"$09701";"Meßzeit für Ventildichtheitsprüfung bei Kurztest";"1x1"
"$0A187";"Auspufferwärmzeit ab Start, für TANS - Diagnose";"1x1"
"$01A17";"Batterie - Erholzeit ab Start, für UBATT - Diagnose";"1x1"
"$096D4";"Entprellzeit Fehlerflag-Setzen";"1x1"
"$0AA62";"Entprellzeit vor Signal-Fehler-Zähler Initialisierung";"1x1"
"$09792";"Dauer Kurztest Sekundärluftdiagnose für Massenmessung";"1x1"
"$09702";"Einschaltverzögerung BA-/VA-Sperre bei Bildung B_dslmes";"1x1"
"$0A188";"Entprellzeit Fehlererkennung TANS";"1x1"
"$0A189";"TANS Fehlererkennung / Zeitsperre ab B_LL = 1";"1x1"
"$0A1D7";"Entprellzeit Fehlererkennung Temperatur Kühlerausgang";"1x1"
"$0B1B4";"Entprellzeit Fehlererkennung TMOT";"1x1"
"$0B1B6";"Verzögerungszeit Anfangswert Motortemperaturmodell";"1x1"
"$01A18";"Wartezeit für UBATT-Diagnose";"1x1"
"$09C9E";"Zeit für HFM-Diagnose mit u < UBHFM";"1x1"
"$09B84";"Fehlererkennung Tachosignal / Zeitdauer für Abfrage";"1x1"
"$0687C";"Toleranzzeit bei zu großer Abweichung zw. Istgeschw. und Zielgeschw.";"1x1"
"$0687E";"Toleranzzeit bei zu großer Abweichung zw. Zielgeschw. und Istgeschw.";"1x1"
"$0B840";"Wartezeit für Zyklusbit setzen Diagnose vertauschte Lambdasonden";"1x1"
"$096D5";"Wartezeit Fehlerflag-Heilung bzw. Zyklusflag setzen";"1x1"
"$0A517";"Temperaturschwelle für E-Box Lüfter Ansteuerung";"1x1"
"$04260";"minimales TE";"1x1"
"$04260";"minimales TE";"1x1"
"$0007C";"Zeit ab Motorlauf bis EPCL-Testansteuerung Ende";"1x1"
"$0007D";"Zeit ab INI bis EPCL-Testansteuerung Ende";"1x1"
"$0B516";"Obere Schwelle für Zeitfenster für DLLR";"1x1"
"$0B518";"Untere Schwelle für Zeitfenster für DLLR";"1x1"
"$01A4C";"Toleranzzeit für Aquaplaningerkennung im FGR-Betrieb";"1x1"
"$09C1C";"Rampenlaufzeit bei langsamer FGR-Abschaltung";"8x1"
"$09C1C";"Rampenlaufzeit bei langsamer FGR-Abschaltung";"8x1"
"$0016D";"Zeit Null-Taste betätigt (FGR. Mainswitchnachbildung ausschalten)";"1x1"
"$0016E";"Zeit Null-Taste betätigt (FGR. Mainswitchnachbildung einschalten)";"1x1"
"$0016F";"Zeit Null-Taste min. nicht betätigt";"1x1"
"$07A65";"Toleranzzeit für FGR-Einschaltung nach Erkennung FGR in der Funktionsüberwachung";"1x1"
"$00170";"Min. Zeit für FGR-Lampe an (im Fehlerfall)";"1x1"
"$01A54";"Zeit für Tip-Erkennung bei FGR-Bedientasten";"1x1"
"$01A4D";"Toleranzzeit für Überschreiten der oberen Beschleunigungsschwelle im FGR-Betrieb";"1x1"
"$01A4E";"Toleranzzeit für Erkennung FGR-Betrieb in der Funktionsüberwachung";"1x1"
"$01A4F";"Toleranzzeit für Unterschreiten d. unteren Beschl.schwelle im FGR-Betrieb";"1x1"
"$00012";"FGR: Zeit für Geschwindigkeitsabschaltung über vroh =0";"1x1"
"$04006";"Zeit nach Kl.15 ein bis Mainswitch aktiv werden kann";"1x1"
"$09703";"Zeitkonstante für msli- und msln-Filter";"1x1"
"$09704";"Zeitkonstante für msli- und msln-Filter bei Kurztest";"1x1"
"$09705";"Zeitkonstante für mslo- Filter";"1x1"
"$09706";"Zeitkonstante für mslo- Filter bei Kurztest";"1x1"
"$09707";"Zeitkonstante für mslv- Filter";"1x1"
"$09708";"Zeitkonstante für mslv- Filter bei Kurztest";"1x1"
"$0731C";"Filterzeitkonstante zur Filterung des zulässigen Moments";"1x1"
"$042D2";"Filterzeit zur Filterung von Poti 2 bei der Bewegungserkennung";"1x1"
"$09CE5";"Erkennungszeit für eingeschwungene Grundadaption von fra";"1x1"
"$09CE6";"Verweilzeit in FRAO für Zyklusflag bei nicht eingeschw. Adaption";"1x1"
"$09CE7";"Verweilzeit in FRAU für Zyklusflag bei nicht eingeschw. Adaption";"1x1"
"$09B64";"Verzög.zeit für Erkennung Mittelwert des Lambdareglers innerhalb Schwellen";"1x1"
"$09CE8";"Erkennungszeit für eingeschwungene Grundadaption von frm";"1x1"
"$09CE9";"Verweilzeit für unplausibles frm-Signal (Kurztest)";"1x1"
"$05EC4";"Zeit für Erkennung TE Stop";"1x1"
"$04012";"Filterzeitkonstante bei Umschaltung auf Ist-Druck als Referenzdruck vor DK";"1x1"
"$04014";"Filterzeitkonstante bei Umschaltung auf Soll-Ladedruck als Referenzdruck vor DK";"1x1"
"$00A36";"Zeitdauer für ADC nach Interrupt im Funktionsrechner (Asic)";"1x1"
"$00A36";"Zeitdauer für ADC nach Interrupt im Funktionsrechner (Asic)";"1x1"
"$0A978";"Zeit für maximale Sondenheizung nach Start hinter Kat";"1x1"
"$0A97A";"Zeit für maximale Sondenheizung nach Start vor Kat";"1x1"
"$094BA";"Auszeit für Reduzierung der Heizleistung Sonde hinter Kat bei 13V";"1x1"
"$094BB";"Auszeit für Reduzierung der Heizleistung Sonde2 hinter Kat bei 13V";"1x1"
"$094BC";"Ausschaltzeit während Leistungsreduzierung Sondenheizung hinter Kat";"1x1"
"$00136";"Fehlerzeit bei Hochohmigkeitsprüfung Poti 1";"1x1"
"$00137";"Fehlerzeit bei Hochohmigkeitsprüfung Poti 2";"1x1"
"$094C6";"Kennlinie für die Ausschaltdauer der Sondenheizung abh. v.d. Abgastemp. h.Kat";"8x1"
"$094D7";"Kennlinie für die Ausschaltdauer der Sondenheizung2 abh. v.d. Abgastemp. h.Kat";"8x1"
"$05E00";"Zeitverzög. Bereitschaft der Ri-Messung nach eingesch. Sondenheizung hinter KAT";"1x1"
"$067CC";"Zeitverzögerte Bereitschaft der Ri-Messung nach eingesch. Sondenheizung vor KAT";"1x1"
"$094E8";"Kennlinie für die Ausschaltdauer der Sondenheizung abh. v.d. Abgastemp. vor Kat";"8x1"
"$094F9";"Kennlinie für die Ausschaltdauer der Sondenheizung2 abh. v.d. Abgastemp. vor Kat";"8x1"
"$09501";"Auszeit für Reduzierung der Heizleistung Sonde vor Kat bei 13V";"1x1"
"$09502";"Auszeit für Reduzierung der Heizleistung Sonde2 vor Kat bei 13V";"1x1"
"$09503";"Ausschaltzeit während Leistungsreduzierung Sondenheizung vor Kat";"1x1"
"$09076";"Integratorsteigung für multi. Adaption";"1x1"
"$09077";"Integratorsteigung für multi. Adaption  (langsam)";"1x1"
"$0A1EB";"Temperatur Kühlerausgang Erfassung und Linearisierung";"18x1"
"$09709";"maximale Katalysatortemperatur für Freigabe SLS-Diagnose";"1x1"
"$02764";"Einschaltschwelle Kat-Modelltemperatur  für Lambdaregelung hinter Kat";"1x1"
"$02765";"Einschaltschwelle Kat-Modelltemperatur  für Lambdaregelung hinter Kat, Bank 2";"1x1"
"$0A294";"Katalysatortemperaturregelschwelle für Kat warmhalten";"1x1"
"$00175";"Katalysator-Temperaturschwelle für Schubabschalten f(nmot)";"2x1"
"$0A295";"Katalysatortemperaturschwelle für Kat warmhalten";"1x1"
"$0A1FD";"Ersatzgröße Temperatur Kühlerausgang im Fehlerfall";"1x1"
"$0A1FE";"Min. Temperatur Kühlerausgang";"1x1"
"$0A1FF";"Max. Temperatur Kühlerausgang";"1x1"
"$0A296";"Entprellzeit für Abbruchbedingungen der Funktion Katheizen";"1x1"
"$0A297";"Entprellzeit für Umschaltung auf Katheizdrehzahl bei Fahrstufe";"1x1"
"$0B240";"Abbruchzeit Katheizen Leerlauf";"1x1"
"$0A298";"Entprellzeit für Ende Katheizdrehzahl im LL";"1x1"
"$0B242";"Maximale Zeit für angehobene Katheiz-Drehzahl";"1x1"
"$0B244";"Maximale Zeit für angehobene Katheiz-Drehzahl";"1x1"
"$0B246";"Maximale Einschaltdauer der Funktion Katheizen";"1x1"
"$02A86";"Minimale Abschaltzeit des Klimakompressors";"8x1"
"$02A8E";"Maximale Anschaltzeit des Klimakompressors";"8x1"
"$02A96";"Minimale Einschaltzeit des Klimakompressors";"8x1"
"$09AAD";"Modell-Temperatur Kat Startwert bei B_faatm Anford.    (kurze Taupunktendezeit)";"1x1"
"$01A0F";"Abgastemperatur Kat (aus ATM) für TP-Überwachung Sonde vor Kat";"1x1"
"$01A10";"Kat-Modelltemperatur für Schwingungsprüfung SHK";"1x1"
"$00029";"Wartezeit bis Fehlerlampe aus nach Start";"1x1"
"$0A138";"Vezögerungszeit bis Lambda Fahrerwunsch aktiv";"1x1"
"$074B2";"Ansteuerdauer Magnetventil der LDP";"1x1"
"$074B4";"Zeitschwelle für Erkennung Feinleck bei Leckdiagnosemodul";"1x1"
"$074B6";"Zeitdauer fast pulse-Phase bei Leckdiagnosemodul";"1x1"
"$074B8";"Zeit nach FTEAD=-4 bis zur Überprüfung FTEAD-Schwelle";"1x1"
"$074BA";"Zeitschwelle für Reed-Switch Closed-Check";"1x1"
"$074BC";"Wartezeit nach Start für Freigabe Leckdiagnose";"1x1"
"$074BE";"Dauer NF-Phase";"1x1"
"$074C0";"Maximale Aktivierungsdauer DLDP nach Funktionsstart";"1x1"
"$074C2";"Stabilisierungszeit TANS-Monitor nach VFZ und TL-Freigabe";"1x1"
"$074C4";"Zeit für 'Reed-Kontakt zu'-Erkennung Closed Check";"1x1"
"$074C6";"Zeit für ""Reed-Kontankt offen""-Erkennung bei Leckdiagnosemodul";"1x1"
"$074C8";"Zeit für ""Reed-Kontankt zu""-Erkennung bei Leckdiagnosemodul";"1x1"
"$074CA";"Zeitschwelle für Erkennung System dicht bei Leckdiagnosemodul";"1x1"
"$074CC";"Maximale Zeitdauer CTO-Check (S1) bei Lastüberschreitung";"1x1"
"$074CE";"Zeitschwelle für Erkennung offener Tankdeckel bei Leckdiagnosemodul";"1x1"
"$074D0";"Zeitschwelle für Erkennung ""verstopfte Leitung"" bei Leckdiagnosemodul";"1x1"
"$074D2";"Zeit bis zur Wiederholung DLDP nach vorläufigen Abbruch";"1x1"
"$09B65";"Verzög.zeit um lamlash_w zu sperren wenn lamsons_w ungleich lamlash_w ist";"1x1"
"$00089";"Motortemp. - Schwelle CO - Korrektur";"1x1"
"$09793";"Entprellzeit für Abbruch Sekundärluftanfettung";"1x1"
"$09794";"Maximale Zeit für Sekundärluftanfettung im Leerlauf";"1x1"
"$0A570";"Sperrzeit für Einschalten LR nach BA";"8x1"
"$0A578";"Sperrzeit LR bei Heißstart, ausgelöst über Schwellen TASHS und TMSHS";"1x1"
"$0753E";"Sperrzeit LR nach Start, abhängig von der Motortemperatur bei Start";"5x1"
"$0A579";"Sperrzeit für Einschalten LR nach VA";"8x1"
"$0754D";"Zeit für Zwangseinschaltung LR (CARB-Forderung) nach Start";"4x1"
"$00091";"Untere tmot-Schwelle für AR-Freigabe";"1x1"
"$096CE";"Untere tmot-Schwelle von Starttemperatur für Antiruckel";"5x1"
"$010F2";"Temperaturschwelle für Verlägerung 1. KAT-Intervall, Aussetzererkennung";"1x1"
"$09B73";"Zeit nach Schub für gemeinsame Sondenmasse offen";"1x1"
"$0A3E9";"Motortemperaturschwelle für Diagnose Leerlaufsteller";"1x1"
"$0A44A";"Motortemperaturschwelle für Freigabe der Adaption des Verlustmoments";"1x1"
"$0A19C";"Anfangstemperatur für Motortemperaturmodell";"1x1"
"$0B1C0";"Ersatztemperatur abh. Abstellzeit während TDTMMA";"3x1"
"$0A19D";"Unterster Anfangswert aus tans für Motortemperaturmodell";"1x1"
"$0A19E";"Endtemperatur für Ersatzwert Motortemperatur";"1x1"
"$0A19F";"Endtemperatur für Referenzwert Motortemperatur";"1x1"
"$0A1A0";"Motortemperatur min.";"1x1"
"$0A1A1";"Motortemperatur max.";"1x1"
"$0970A";"min. Motortemperatur für Zusatudiagnose";"1x1"
"$0970B";"min. Motortemperatur für DSLS";"1x1"
"$0970C";"max. Motortemperatur für DSLS";"1x1"
"$09B85";"Motortemperaturschwelle für Freigabe Fz-Geschwindigkeits-Diagnose";"1x1"
"$0005E";"TMOT - Schwelle für Lastdynamikadaption aktiv";"1x1"
"$019D1";"Motortemperaturschwelle Schnellstart";"1x1"
"$09795";"Motortemperaturschwelle Testeranforderung Sekundärluftdiagnose";"1x1"
"$009F3";"Mot.-Temperaturschwelle für multi. Adaption";"1x1"
"$000A0";"Fehlerentprellung keine neue MFL-Botschaft empfangen";"1x1"
"$000A1";"Fehlerentprellung: Telegrammfrequenz ausserhalb des Toleranzbandes";"1x1"
"$000A2";"Fehlerentprellung: Toggelbit-Check";"1x1"
"$01BE4";"Motortemperatur - Schwelle heiß";"1x1"
"$01BE5";"Motortemperatur Heißstartgrenze";"1x1"
"$019FD";"Minimale Kat-Temperatur für Überwachung";"1x1"
"$02A9E";"Obere Motortemperaturschwelle für Kompressorabschaltung";"1x1"
"$02A9F";"Untere Motortemperazurschwelle für Kompressorabschaltung";"1x1"
"$09251";"Motortemperaturschwelle für Klopfregelung aktiv";"1x1"
"$09251";"Motortemperaturschwelle für Klopfregelung aktiv";"1x1"
"$0017C";"Motortemperaturschwelle für adaptive Klopfregelung";"4x1"
"$01A7B";"Motortemperaturschwelle für Klopfschutz-Einspritzung";"1x1"
"$02369";"Obere Motortemperaturschwelle für Leckdiagnosemodul";"1x1"
"$0236A";"Untere Motortemperaturschwelle für Leckdiagnosemodul";"1x1"
"$0A3F4";"Motortemperaturschwelle für Solldrehzahlverstellung über Tester";"1x1"
"$0A1A7";"Motortemperaturschwelle für LR ein abh. von Starttemperatur";"4x1"
"$0A1AB";"max. Motortemperatur f. Retrigg. Modelle (Blockheater-Erkennung)";"1x1"
"$09B74";"Motortemperaturschwelle für Messung Nebenschluß Sonde vor KAT";"1x1"
"$019FE";"Minimale Kat-Temperatur für Überwachung bei Testerbetrieb";"1x1"
"$01EC9";"Motortemperaturschwelle für die Nachstartaufweitung";"1x1"
"$07A6D";"Motortemperaturschwelle für die Nachstartaufweitung in der FKT.-Überwachung";"1x1"
"$0A3F5";"Temperaturschwelle für DS2-Nsoll-Verstellung bei FS=0";"1x1"
